Geno,Block,Row,Col,BF1_2010,BF2_2010,BF_ave_2010
BESC-878,A,14,3,0,0,0
BESC-879,C,30,44,0,0,0
BESC-879,B,51,27,0,0,0
BESC-879,A,13,10,0,0,0
BESC-880,B,43,16,1,2,1.5
BESC-880,A,18,7,1,2,1.5
BESC-880,C,28,56,0,2,1
BESC-881,C,15,38,0,1,0.5
BESC-881,B,70,5,0,1,0.5
BESC-881,A,5,16,0,0,0
BESC-882,B,52,13,0,1,0.5
BESC-882,C,8,33,0,1,0.5
BESC-882,A,36,26,0,0,0
BESC-883,B,52,3,0,2,1
BESC-883,C,8,34,0,1,0.5
BESC-883,A,20,15,0,3,1.5
BESC-884,B,63,13,1,1,1
BESC-884,C,35,60,0,2,1
BESC-884,A,29,4,0,1,0.5
BESC-885,C,26,51,0,1,0.5
BESC-885,A,12,13,0,0,0
BESC-885,B,42,9,0,1,0.5
BESC-886,C,27,38,1,1,1
BESC-886,B,75,26,0,1,0.5
BESC-886,A,13,21,0,0,0
BESC-887,B,41,27,1,2,1.5
BESC-887,A,36,20,0,1,0.5
BESC-888,B,61,20,0,1,0.5
BESC-888,C,13,51,0,1,0.5
BESC-888,A,26,6,0,1,0.5
BESC-889,A,7,27,0,0,0
BESC-889,C,23,56,0,0,0
BESC-889,B,57,6,0,1,0.5
BESC-89,A,26,26,1,1,1
BESC-89,B,42,2,0,2,1
BESC-89,C,6,38,0,1,0.5
BESC-890,A,30,22,0,0,0
BESC-890,B,40,2,0,2,1
BESC-890,C,13,46,0,2,1
BESC-891,B,56,16,0,1,0.5
BESC-891,C,12,58,0,1,0.5
BESC-891,A,14,31,0,1,0.5
BESC-893,B,68,23,0,0,0
BESC-894,A,13,20,0,0,0
BESC-894,B,50,22,0,1,0.5
BESC-894,C,32,51,0,0,0
BESC-895,B,45,27,0,1,0.5
BESC-895,C,6,59,0,1,0.5
BESC-896,B,56,23,0,0,0
BESC-896,C,33,41,0,0,0
BESC-896,A,23,8,0,0,0
BESC-897,B,47,25,0,1,0.5
BESC-897,C,11,59,0,1,0.5
BESC-897,A,29,14,0,1,0.5
BESC-898,B,58,27,0,1,0.5
BESC-898,A,23,23,1,0,0.5
BESC-898,C,25,47,0,1,0.5
BESC-899,A,5,27,0,1,0.5
BESC-899,C,19,35,0,0,0
BESC-90,A,29,6,0,2,1
BESC-90,B,39,20,0,1,0.5
BESC-90,C,16,42,0,2,1
BESC-900,A,11,24,0,1,0.5
BESC-900,C,37,52,0,0,0
BESC-900,B,71,16,0,1,0.5
BESC-901,C,26,50,0,1,0.5
BESC-901,A,23,20,0,1,0.5
BESC-901,B,66,4,0,2,1
BESC-902,C,4,45,0,2,1
BESC-902,A,12,6,0,0,0
BESC-902,B,53,8,0,1,0.5
BESC-903,A,20,11,0,1,0.5
BESC-903,B,56,3,0,0,0
BESC-903,C,19,33,0,0,0
BESC-904,B,51,17,0,1,0.5
BESC-904,A,5,9,0,1,0.5
BESC-904,C,16,51,0,1,0.5
BESC-905,B,47,27,0,2,1
BESC-905,A,13,3,0,2,1
BESC-905,C,16,34,0,2,1
BESC-906,C,31,52,0,0,0
BESC-906,A,12,4,0,0,0
BESC-906,B,51,22,0,0,0
BESC-907,A,14,29,0,1,0.5
BESC-907,C,14,43,0,0,0
BESC-907,B,38,22,0,0,0
BESC-908,C,23,51,1,1,1
BESC-908,A,2,31,0,1,0.5
BESC-908,B,67,19,0,0,0
BESC-909,B,68,18,0,1,0.5
BESC-909,C,8,38,0,0,0
BESC-909,A,15,30,0,1,0.5
BESC-91,B,52,17,0,2,1
BESC-91,C,19,36,0,2,1
BESC-91,A,4,19,0,2,1
BESC-910,B,48,15,0,2,1
BESC-910,C,27,36,0,2,1
BESC-910,A,14,30,0,2,1
BESC-911,C,21,34,0,1,0.5
BESC-911,B,42,16,1,2,1.5
BESC-911,A,8,16,0,1,0.5
BESC-93,B,50,5,0,1,0.5
BESC-93,C,7,59,0,1,0.5
BESC-93,A,26,5,0,1,0.5
BESC-94,C,37,41,0,1,0.5
BESC-94,B,46,15,0,1,0.5
BESC-94,A,16,15,1,1,1
BESC-95,A,17,23,0,0,0
BESC-95,C,35,59,0,1,0.5
BESC-95,B,51,26,0,1,0.5
BESC-96,B,56,14,0,1,0.5
BESC-96,A,28,25,0,2,1
BESC-96,C,22,54,1,2,1.5
BESC-97,C,37,38,0,2,1
BESC-97,B,41,28,1,2,1.5
BESC-97,A,20,26,2,2,2
BESC-98,C,23,41,0,1,0.5
BESC-98,B,58,13,1,2,1.5
BESC-98,A,24,6,0,1,0.5
BESC-99,C,33,43,0,2,1
BESC-99,A,30,23,1,1,1
BESC-99,B,55,22,0,2,1
BLCG-28-1,B,39,9,0,1,0.5
BLCG-28-1,A,20,6,0,0,0
BLCG-28-1,C,28,57,0,0,0
BLCG-28-3,C,15,33,0,0,0
BLCG-28-3,B,62,27,0,0,0
BLCG-28-3,A,15,6,0,0,0
CA-01-01,A,2,3,0,0,0
CA-01-02,A,31,4,0,0,0
CA-01-02,C,35,35,0,0,0
CA-01-03,B,53,25,0,0,0
CA-01-03,C,12,57,0,1,0.5
CA-01-04,B,41,3,0,0,0
CA-01-04,C,32,58,0,0,0
CA-01-05,A,34,14,0,0,0
CA-01-05,B,69,29,0,0,0
CA-02-01,A,34,3,0,0,0
CA-02-01,B,56,15,0,0,0
CA-02-01,C,34,42,0,0,0
CA-02-02,B,62,26,0,0,0
CA-02-02,A,32,29,0,0,0
CA-02-02,C,25,45,0,0,0
CA-02-03,B,41,13,0,0,0
CA-02-03,C,32,37,0,0,0
CA-02-03,A,33,12,0,0,0
CA-02-04,A,7,30,0,0,0
CA-02-04,B,65,18,0,0,0
CA-03-01,A,12,5,0,0,0
CA-04-01,C,2,32,0,0,0
CA-04-01,A,10,23,0,0,0
CA-04-01,B,47,20,0,0,0
CA-04-02,B,46,19,0,0,0
CA-04-04,C,9,54,0,0,0
CA-04-04,B,73,23,0,0,0
CA-04-04,A,7,23,0,0,0
CA-04-05,C,3,42,0,0,0
CA-04-05,A,25,6,0,0,0
CA-04-05,B,56,10,0,0,0
CA-05-01,C,14,45,0,0,0
CA-05-01,B,42,20,0,0,0
CA-05-01,A,12,20,0,0,0
CA-05-02,B,59,3,0,0,0
CA-05-03,B,52,21,0,0,0
CA-05-03,A,15,21,0,0,0
CA-05-03,C,7,57,0,0,0
CA-05-04,C,27,59,0,0,0
CA-05-04,A,21,26,0,0,0
CA-05-04,B,44,5,0,0,0
CA-05-07,B,75,10,0,0,0
CA-05-07,C,32,54,0,0,0
CA-05-07,A,2,7,0,0,0
CHWH-27-1,C,35,36,0,1,0.5
CHWH-27-1,A,14,19,0,0,0
CHWH-27-1,B,55,19,0,0,0
CHWH-27-3,B,65,17,0,0,0
CHWH-27-3,C,17,47,0,1,0.5
CHWH-27-4,B,69,2,0,0,0
CHWH-27-4,C,31,33,0,0,0
CHWH-27-4,A,13,22,0,0,0
CHWH-27-5,C,11,32,0,0,0
CHWH-27-5,A,27,12,0,0,0
CHWH-27-5,B,72,20,0,0,0
CHWI-27-4,A,18,21,0,0,0
CHWI-27-4,B,58,23,0,1,0.5
CHWJ-27-1,B,70,27,0,1,0.5
CHWJ-27-1,A,25,8,0,1,0.5
CHWJ-27-1,C,7,61,0,0,0
CHWJ-27-2,B,40,7,0,0,0
CHWJ-27-2,A,5,20,0,0,0
CHWJ-27-2,C,7,38,0,0,0
CHWK-27-2,A,33,29,0,0,0
CHWK-27-2,B,49,12,0,0,0
CHWK-27-2,C,2,43,0,0,0
CHWK-27-3,A,21,9,0,0,0
CHWK-27-3,C,4,44,0,0,0
CHWK-27-3,B,51,18,0,0,0
CMBF-28-1,B,72,29,0,1,0.5
CMBF-28-1,C,26,39,0,1,0.5
CMBF-28-1,A,16,22,0,0,0
CMBF-28-2,C,16,59,0,1,0.5
CMBF-28-2,B,54,17,0,1,0.5
CMBF-28-2,A,23,2,0,0,0
CMBF-28-3,B,53,13,0,0,0
CMBF-28-3,C,23,42,0,0,0
CMBF-28-3,A,16,14,0,0,0
CMBF-28-4,C,6,57,0,0,0
CMBF-28-4,A,14,22,0,1,0.5
CMBF-28-4,B,39,7,0,1,0.5
CMBF-28-5,A,24,22,0,0,0
CMBF-28-5,C,12,56,0,0,0
CMBF-28-5,B,74,22,0,2,1
CNYH-28-2,A,2,26,0,0,0
CNYH-28-2,C,28,62,0,1,0.5
CNYH-28-2,B,60,5,0,1,0.5
CNYH-28-3,C,11,34,0,0,0
CNYH-28-3,A,21,10,0,0,0
CNYH-28-3,B,69,10,0,0,0
CNYH-28-4,B,56,20,0,1,0.5
CNYH-28-4,A,2,23,0,0,0
CNYH-28-4,C,2,48,0,1,0.5
CNYH-28-5,C,7,44,0,0,0
CNYH-28-5,A,16,16,0,0,0
CNYH-28-5,B,43,29,0,1,0.5
DENA-17-1,B,60,20,0,0,0
DENA-17-1,A,36,32,0,0,0
DENA-17-1,C,32,36,0,0,0
DENA-17-3,B,68,27,0,0,0
DENA-17-3,C,33,36,0,0,0
DENA-17-3,A,22,29,0,0,0
DENA-17-4,B,46,3,0,0,0
DENA-17-4,A,37,32,0,1,0.5
DENA-17-4,C,15,42,0,0,0
DENB-17-1,C,24,55,0,1,0.5
DENB-17-1,B,42,21,0,1,0.5
DENB-17-1,A,34,17,0,0,0
DENB-17-2,C,36,43,0,1,0.5
DENB-17-2,A,31,26,0,0,0
DENB-17-2,B,40,23,0,0,0
DENB-17-3,A,3,6,0,0,0
DENB-17-3,C,32,43,0,0,0
DENB-17-3,B,50,24,0,1,0.5
DENB-17-4,A,2,28,0,0,0
DENB-17-4,C,17,59,0,0,0
DENB-17-4,B,67,21,0,1,0.5
DENB-17-5,C,36,59,0,1,0.5
DENB-17-5,A,21,23,0,0,0
DENC-17-1,A,5,19,0,0,0
DENC-17-1,C,25,38,0,0,0
DENC-17-1,B,71,5,0,0,0
DENC-17-2,B,53,27,0,1,0.5
DENC-17-2,C,25,61,0,0,0
DENC-17-2,A,28,19,0,0,0
DENC-17-4,A,23,10,0,1,0.5
DENC-17-4,B,52,14,0,0,0
DENC-17-4,C,37,42,1,0,0.5
DENC-17-5,A,18,5,0,0,0
DENC-17-5,B,54,5,0,0,0
DENC-17-5,C,28,58,0,1,0.5
DEND-17-1,C,15,60,0,0,0
DEND-17-1,B,54,19,0,1,0.5
DEND-17-1,A,11,10,0,1,0.5
DEND-17-2,A,22,11,0,1,0.5
DEND-17-2,C,10,34,0,0,0
DEND-17-2,B,43,12,0,0,0
DEND-17-4,C,15,32,0,0,0
DEND-17-4,B,63,26,0,0,0
DEND-17-4,A,14,7,0,1,0.5
DEND-17-5,B,62,17,0,0,0
FNYI-28-2,C,16,56,0,0,0
FNYI-28-2,B,50,23,0,1,0.5
FNYI-28-2,A,30,8,0,1,0.5
FNYI-28-3,B,58,29,0,0,0
FNYI-28-3,A,20,29,0,0,0
FNYI-28-3,C,12,52,0,0,0
FNYI-28-4,A,36,8,0,0,0
FNYI-28-4,C,18,42,0,2,1
FNYI-28-4,B,45,21,0,1,0.5
FNYI-28-5,C,23,60,0,0,0
FNYI-28-5,B,61,18,0,0,0
FNYI-28-5,A,27,28,0,1,0.5
GLCA-26-1,C,24,58,0,0,0
GLCA-26-1,B,59,21,0,0,0
GLCA-26-1,A,4,23,0,0,0
GLCB-26-1,A,9,25,0,1,0.5
GLCB-26-1,C,32,61,0,0,0
GLCB-26-1,B,42,23,0,1,0.5
GLCB-26-2,B,62,15,0,0,0
GLCB-26-2,A,4,29,0,0,0
GLCB-26-2,C,27,47,0,0,0
GLCB-26-3,C,25,56,0,1,0.5
GLCB-26-3,A,22,5,0,1,0.5
GLCB-26-3,B,69,27,0,0,0
GLCB-26-4,C,9,47,0,1,0.5
GLCB-26-4,A,34,30,0,0,0
GLCB-26-4,B,39,11,0,0,0
GLCB-26-5,A,17,22,0,1,0.5
GLCB-26-5,C,22,34,0,1,0.5
GLCB-26-5,B,48,14,0,1,0.5
GW-10072,B,66,20,0,1,0.5
GW-10072,A,4,14,0,0,0
GW-10072,C,36,49,0,0,0
GW-10955,A,20,23,0,0,0
GW-10955,B,55,3,0,1,0.5
GW-10955,C,4,58,0,1,0.5
GW-10956,A,36,10,0,1,0.5
GW-10956,B,60,24,0,0,0
GW-10956,C,24,37,0,1,0.5
GW-10957,B,46,26,2,2,2
GW-10957,A,6,7,1,2,1.5
GW-10958,B,47,26,0,1,0.5
GW-10958,C,33,60,0,0,0
GW-10958,A,9,2,0,1,0.5
GW-10982,A,33,23,1,0,0.5
GW-10982,C,7,46,0,1,0.5
GW-10982,B,68,11,0,1,0.5
GW-10983,A,9,6,0,0,0
GW-10983,B,60,11,0,1,0.5
GW-10983,C,29,58,0,1,0.5
GW-10984,A,36,6,0,0,0
GW-10984,C,20,60,0,1,0.5
GW-10984,B,72,10,0,1,0.5
GW-10985,A,26,23,0,0,0
GW-10985,B,74,9,0,1,0.5
GW-10985,C,24,60,0,1,0.5
GW-10986,C,23,36,0,1,0.5
GW-10986,B,72,14,0,1,0.5
GW-10986,A,6,10,0,0,0
GW-10987,C,24,54,0,1,0.5
GW-10987,B,43,6,0,1,0.5
GW-10987,A,6,18,0,1,0.5
GW-10988,B,64,12,0,0,0
GW-10988,A,22,7,0,1,0.5
GW-10989,C,9,55,0,1,0.5
GW-10989,B,62,22,0,2,1
GW-10989,A,24,20,0,1,0.5
GW-10992,B,70,8,0,1,0.5
GW-10992,C,19,37,1,2,1.5
GW-10992,A,22,26,0,1,0.5
GW-10993,C,12,41,0,1,0.5
GW-10993,A,20,14,0,1,0.5
GW-10993,B,69,4,0,1,0.5
GW-10995,B,43,2,0,1,0.5
GW-10995,A,17,15,0,1,0.5
GW-10995,C,26,54,0,1,0.5
GW-10997,A,5,23,0,0,0
GW-10997,C,22,43,0,1,0.5
GW-10997,B,41,19,0,0,0
GW-10998,C,5,43,0,1,0.5
GW-10998,A,12,26,0,0,0
GW-10998,B,42,19,0,1,0.5
GW-10999,C,26,43,0,1,0.5
GW-10999,B,60,22,0,0,0
GW-10999,A,8,25,0,0,0
GW-11001,A,26,19,0,0,0
GW-11001,C,29,36,0,0,0
GW-11001,B,68,29,0,0,0
GW-11011,C,3,44,0,1,0.5
GW-11011,A,19,24,1,1,1
GW-11011,B,55,24,0,1,0.5
GW-11012,B,51,4,0,0,0
GW-11012,C,26,36,0,1,0.5
GW-11012,A,22,23,0,1,0.5
GW-11014,A,8,15,0,1,0.5
GW-11014,B,64,9,0,2,1
GW-11014,C,6,47,0,1,0.5
GW-11015,A,4,18,0,0,0
GW-11015,C,35,58,0,1,0.5
GW-11015,B,38,13,0,2,1
GW-11016,C,3,36,0,0,0
GW-11016,A,22,24,0,0,0
GW-11016,B,49,14,0,1,0.5
GW-11018,A,10,17,0,1,0.5
GW-11018,B,40,22,0,0,0
GW-11018,C,18,57,0,0,0
GW-11019,C,10,40,0,0,0
GW-11019,B,62,18,0,0,0
GW-11019,A,15,13,0,0,0
GW-11021,C,17,53,0,0,0
GW-11021,A,24,23,0,1,0.5
GW-11021,B,43,23,0,2,1
GW-11022,A,9,18,0,0,0
GW-11022,C,29,56,0,0,0
GW-11022,B,52,6,0,0,0
GW-11024,A,34,23,0,0,0
GW-11024,C,17,61,0,1,0.5
GW-11024,B,47,22,0,1,0.5
GW-11025,C,26,61,0,0,0
GW-11025,B,49,24,0,1,0.5
GW-11025,A,11,23,0,0,0
GW-11026,B,40,4,0,0,0
GW-11026,C,36,37,0,0,0
GW-11026,A,36,27,0,0,0
GW-11027,A,4,31,0,0,0
GW-11027,B,74,16,0,0,0
GW-11027,C,5,58,0,0,0
GW-11031,A,12,29,2,3,2.5
GW-11031,C,4,60,0,2,1
GW-11031,B,48,28,1,2,1.5
GW-11032,A,4,22,2,3,2.5
GW-11032,B,51,3,3,3,3
GW-11032,C,21,61,2,3,2.5
GW-11033,A,22,3,2,3,2.5
GW-11033,C,22,42,2,3,2.5
GW-11033,B,45,18,2,3,2.5
GW-11034,A,15,8,0,2,1
GW-11034,B,57,27,1,2,1.5
GW-11034,C,24,57,0,2,1
GW-11035,A,14,13,2,3,2.5
GW-11035,C,24,36,1,3,2
GW-11035,B,38,27,2,2,2
GW-11036,C,35,38,0,2,1
GW-11036,A,26,30,0,2,1
GW-11036,B,53,23,2,3,2.5
GW-11037,C,27,46,0,0,0
GW-11037,A,5,31,0,0,0
GW-11037,B,65,25,0,1,0.5
GW-11038,A,10,21,1,1,1
GW-11038,C,29,61,0,2,1
GW-11038,B,65,22,0,2,1
GW-11039,B,76,23,0,1,0.5
GW-11039,A,18,29,0,1,0.5
GW-11039,C,37,50,0,1,0.5
GW-11041,B,70,10,0,1,0.5
GW-11041,C,31,38,0,0,0
GW-11041,A,16,10,0,1,0.5
GW-11042,B,48,4,0,1,0.5
GW-11042,C,7,48,0,1,0.5
GW-11042,A,34,22,0,0,0
GW-11043,C,10,39,0,0,0
GW-11043,B,46,18,0,0,0
GW-11043,A,17,28,1,1,1
GW-11044,A,26,12,0,1,0.5
GW-11044,B,51,21,0,1,0.5
GW-11044,C,9,33,0,0,0
GW-11045,B,57,23,0,1,0.5
GW-11045,C,11,47,0,1,0.5
GW-11045,A,35,19,0,1,0.5
GW-11046,A,30,9,0,0,0
GW-11046,B,39,29,0,1,0.5
GW-11046,C,36,41,0,0,0
GW-11047,C,20,33,0,0,0
GW-11047,A,23,7,0,0,0
GW-11048,A,17,29,0,1,0.5
GW-11048,B,69,17,0,1,0.5
GW-11048,C,24,51,0,1,0.5
GW-11049,B,75,4,0,2,1
GW-11049,C,7,39,1,1,1
GW-11049,A,25,14,1,1,1
GW-11051,C,9,32,0,1,0.5
GW-11051,B,42,5,0,0,0
GW-11051,A,36,15,0,1,0.5
GW-11052,C,8,50,0,0,0
GW-11052,A,15,27,0,1,0.5
GW-11052,B,66,3,0,1,0.5
GW-11053,B,63,17,0,1,0.5
GW-11053,C,11,56,0,0,0
GW-11053,A,27,14,0,0,0
GW-11054,A,36,5,0,0,0
GW-11054,C,28,41,0,0,0
GW-11054,B,49,11,0,0,0
GW-4579,A,14,4,0,0,0
GW-4579,C,14,51,0,1,0.5
GW-4579,B,44,8,0,0,0
GW-4610,A,18,9,0,2,1
GW-4610,B,71,26,1,2,1.5
GW-4610,C,2,45,1,2,1.5
GW-7973,A,18,8,0,0,0
GW-7973,B,70,25,0,1,0.5
GW-7974,B,47,28,0,1,0.5
GW-7974,A,19,10,0,1,0.5
GW-7974,C,35,62,0,1,0.5
GW-7976,A,23,9,0,2,1
GW-7976,C,11,40,0,2,1
GW-7977,C,17,40,1,2,1.5
GW-7977,A,3,4,0,2,1
GW-7977,B,68,17,0,2,1
GW-7978,B,70,19,0,2,1
GW-7978,A,24,18,0,1,0.5
GW-7978,C,33,48,0,2,1
GW-7979,C,31,60,0,2,1
GW-7979,A,25,11,0,2,1
GW-7980,A,12,8,0,0,0
GW-7980,B,39,18,0,1,0.5
GW-7980,C,26,49,0,2,1
GW-7981,C,24,48,0,2,1
GW-7981,A,22,25,0,2,1
GW-7981,B,54,21,0,2,1
GW-7982,A,4,21,0,0,0
GW-7982,C,19,54,0,1,0.5
GW-7982,B,42,11,0,1,0.5
GW-7983,A,23,25,1,2,1.5
GW-7983,B,75,19,1,3,2
GW-7983,C,20,48,0,2,1
GW-7984,B,45,3,1,2,1.5
GW-7984,C,9,52,0,2,1
GW-7984,A,13,27,1,2,1.5
GW-7986,B,68,28,0,2,1
GW-7986,A,37,5,0,2,1
GW-7986,C,31,39,0,1,0.5
GW-7987,C,36,62,0,1,0.5
GW-7987,B,38,17,0,1,0.5
GW-7987,A,30,6,0,1,0.5
GW-7988,B,57,12,0,0,0
GW-7988,C,28,44,0,1,0.5
GW-7988,A,29,13,0,0,0
GW-7989,C,34,52,0,0,0
GW-7989,B,69,24,0,1,0.5
GW-7989,A,28,11,0,0,0
GW-7991,A,33,22,1,1,1
GW-7991,B,61,5,0,1,0.5
GW-7991,C,31,44,0,1,0.5
GW-7993,C,23,44,1,2,1.5
GW-7993,B,56,4,1,3,2
GW-7993,A,9,27,2,3,2.5
GW-7994,A,34,21,0,0,0
GW-7994,B,76,17,0,0,0
GW-7994,C,24,35,1,0,0.5
GW-7996,A,26,2,0,0,0
GW-7996,B,74,11,0,2,1
GW-7996,C,6,52,0,0,0
GW-9577,C,34,34,0,0,0
GW-9577,B,54,29,0,0,0
GW-9577,A,33,24,0,0,0
GW-9578,A,13,24,0,0,0
GW-9578,C,36,39,0,0,0
GW-9578,B,64,10,0,0,0
GW-9579,C,33,42,0,0,0
GW-9579,B,56,18,0,0,0
GW-9579,A,21,28,0,1,0.5
GW-9580,C,2,34,0,1,0.5
GW-9580,B,73,3,0,2,1
GW-9580,A,5,2,0,0,0
GW-9581,A,14,23,0,0,0
GW-9581,C,11,39,0,0,0
GW-9581,B,39,2,0,1,0.5
GW-9582,B,63,25,0,1,0.5
GW-9582,A,26,16,1,0,0.5
GW-9582,C,2,47,0,1,0.5
GW-9585,C,30,47,1,0,0.5
GW-9585,A,34,10,1,1,1
GW-9585,B,40,8,0,1,0.5
GW-9587,C,20,39,0,0,0
GW-9587,A,31,2,0,0,0
GW-9587,B,63,2,0,0,0
GW-9588,C,35,37,0,1,0.5
GW-9588,B,53,9,0,0,0
GW-9588,A,27,2,0,0,0
GW-9589,A,3,14,0,0,0
GW-9589,C,5,33,0,0,0
GW-9589,B,48,27,0,1,0.5
GW-9591,B,62,24,0,0,0
GW-9591,C,35,48,0,1,0.5
GW-9591,A,16,8,0,0,0
GW-9592,C,27,58,0,0,0
GW-9592,A,11,20,0,1,0.5
GW-9592,B,74,19,1,1,1
GW-9594,B,65,27,1,2,1.5
GW-9594,C,10,45,0,1,0.5
GW-9594,A,15,2,1,2,1.5
GW-9595,C,13,40,0,1,0.5
GW-9595,B,59,14,1,2,1.5
GW-9595,A,23,24,0,1,0.5
GW-9596,C,24,56,0,1,0.5
GW-9596,B,73,22,0,1,0.5
GW-9596,A,33,8,0,1,0.5
GW-9597,B,72,23,0,1,0.5
GW-9597,A,22,6,2,3,2.5
GW-9597,C,21,40,0,2,1
GW-9598,C,11,37,0,0,0
GW-9598,B,54,27,0,0,0
GW-9598,A,15,14,0,0,0
GW-9756,C,10,51,0,1,0.5
GW-9756,B,39,25,0,0,0
GW-9756,A,32,13,0,0,0
GW-9757,C,22,35,0,0,0
GW-9757,A,26,13,1,1,1
GW-9757,B,59,24,0,1,0.5
GW-9758,B,53,22,0,0,0
GW-9758,C,11,35,0,0,0
GW-9759,C,35,54,0,1,0.5
GW-9759,A,17,11,0,1,0.5
GW-9761,B,57,7,0,1,0.5
GW-9761,C,12,44,0,1,0.5
GW-9761,A,20,21,0,1,0.5
GW-9763,C,26,42,0,0,0
GW-9763,B,42,24,0,0,0
GW-9764,A,27,6,1,0,0.5
GW-9764,C,27,33,0,1,0.5
GW-9765,B,58,9,0,1,0.5
GW-9765,C,15,48,0,1,0.5
GW-9765,A,3,25,0,1,0.5
GW-9766,C,11,48,0,0,0
GW-9766,B,38,15,0,1,0.5
GW-9766,A,37,6,0,0,0
GW-9768,B,75,18,0,0,0
GW-9768,A,20,17,1,1,1
GW-9770,C,12,45,0,1,0.5
GW-9770,A,19,30,0,1,0.5
GW-9770,B,76,18,0,0,0
GW-9771,C,26,57,0,0,0
GW-9771,A,7,10,0,1,0.5
GW-9771,B,53,19,0,0,0
GW-9772,A,7,19,0,0,0
GW-9772,B,56,22,0,1,0.5
GW-9772,C,2,40,0,0,0
GW-9773,C,27,61,0,1,0.5
GW-9773,A,17,10,0,1,0.5
GW-9773,B,50,20,0,0,0
GW-9774,A,17,20,0,0,0
GW-9774,B,44,3,0,1,0.5
GW-9774,C,26,37,0,0,0
GW-9776,C,6,60,0,1,0.5
GW-9776,A,15,9,0,0,0
GW-9776,B,76,7,0,1,0.5
GW-9777,B,65,6,0,1,0.5
GW-9777,A,15,3,0,0,0
GW-9778,A,27,17,0,0,0
GW-9778,C,9,43,0,0,0
GW-9778,B,69,19,0,0,0
GW-9779,A,21,19,0,1,0.5
GW-9779,C,16,49,0,0,0
GW-9779,B,45,23,0,1,0.5
GW-9780,C,11,42,0,1,0.5
GW-9780,B,50,3,0,1,0.5
GW-9780,A,4,4,0,1,0.5
GW-9782,A,36,14,0,1,0.5
GW-9782,C,6,56,0,1,0.5
GW-9782,B,55,28,0,1,0.5
GW-9783,C,29,54,0,1,0.5
GW-9783,B,54,18,0,1,0.5
GW-9783,A,37,14,0,2,1
GW-9784,A,37,9,0,0,0
GW-9784,B,50,28,0,1,0.5
GW-9784,C,29,60,0,1,0.5
GW-9785,B,49,4,0,1,0.5
GW-9785,A,37,23,0,1,0.5
GW-9785,C,12,36,0,1,0.5
GW-9786,B,65,9,0,1,0.5
GW-9786,A,18,31,0,1,0.5
GW-9786,C,22,32,0,1,0.5
GW-9787,B,46,7,0,0,0
GW-9787,A,34,25,0,0,0
GW-9787,C,22,61,0,0,0
GW-9788,A,37,13,0,1,0.5
GW-9788,C,24,40,1,1,1
GW-9788,B,72,11,0,1,0.5
GW-9789,C,32,56,0,0,0
GW-9789,B,59,17,0,0,0
GW-9789,A,26,3,0,0,0
GW-9791,A,8,14,0,0,0
GW-9791,B,39,27,0,0,0
GW-9791,C,12,54,0,1,0.5
GW-9792,B,70,12,0,0,0
GW-9792,C,5,56,0,1,0.5
GW-9792,A,19,3,0,0,0
GW-9793,C,15,39,0,1,0.5
GW-9793,A,29,29,0,0,0
GW-9793,B,45,20,0,0,0
GW-9795,C,26,60,0,0,0
GW-9795,A,10,13,0,0,0
GW-9795,B,45,13,0,0,0
GW-9796,C,14,52,0,0,0
GW-9796,A,19,9,0,0,0
GW-9796,B,72,3,0,0,0
GW-9799,B,67,8,0,1,0.5
GW-9799,C,20,61,0,0,0
GW-9799,A,8,24,1,0,0.5
GW-9801,C,37,58,0,0,0
GW-9801,B,48,12,0,1,0.5
GW-9801,A,10,15,0,0,0
GW-9802,C,8,54,0,0,0
GW-9802,B,38,2,0,0,0
GW-9802,A,2,16,0,1,0.5
GW-9803,B,72,26,0,1,0.5
GW-9803,A,16,3,0,1,0.5
GW-9803,C,23,50,0,0,0
GW-9804,C,2,58,0,0,0
GW-9804,A,19,15,0,0,0
GW-9805,C,25,52,0,0,0
GW-9805,A,16,17,0,1,0.5
GW-9805,B,57,2,0,0,0
GW-9809,C,33,53,0,0,0
GW-9809,B,46,10,0,0,0
GW-9809,A,30,19,0,0,0
GW-9810,A,19,16,0,1,0.5
GW-9810,B,50,2,0,2,1
GW-9810,C,27,35,0,2,1
GW-9811,A,27,13,0,0,0
GW-9811,C,32,34,0,1,0.5
GW-9811,B,69,5,0,2,1
GW-9812,A,13,19,0,0,0
GW-9812,C,6,58,0,0,0
GW-9812,B,57,9,0,2,1
GW-9813,A,4,12,0,1,0.5
GW-9813,B,42,7,0,1,0.5
GW-9813,C,15,53,0,0,0
GW-9814,A,29,23,0,1,0.5
GW-9814,C,8,40,0,0,0
GW-9814,B,58,14,0,1,0.5
GW-9815,A,14,16,0,1,0.5
GW-9815,C,25,62,0,1,0.5
GW-9816,B,50,26,0,1,0.5
GW-9816,C,29,41,0,0,0
GW-9816,A,5,8,0,1,0.5
GW-9817,C,31,43,0,0,0
GW-9817,B,63,29,0,1,0.5
GW-9817,A,26,8,0,0,0
GW-9818,A,10,4,0,1,0.5
GW-9818,B,74,2,0,1,0.5
GW-9818,C,13,53,0,1,0.5
GW-9819,C,10,52,0,0,0
GW-9819,A,33,5,0,0,0
GW-9819,B,55,13,0,0,0
GW-9820,B,58,12,0,1,0.5
GW-9820,A,30,32,0,1,0.5
GW-9820,C,19,39,0,1,0.5
GW-9821,C,7,52,0,0,0
GW-9821,A,30,12,0,0,0
